event count, events value, impact
1,3181.0,0.3247576024680476
2,9138.0,0.0034156015866020272
3,198.0,0.4890921110621419
4,3678.0,0.2973776994270604
5,4623.0,0.24531732040546497
6,3603.0,0.3015094755398854
7,5316.0,0.20713970912296165
8,6831.0,0.123677831643896
9,5619.0,0.19044733362714852
10,8111.0,0.053162185985015424
11,9222.0,0.008043190832966065
12,7294.0,0.09817100044072279
13,8044.0,0.051180905047299
14,6457.0,0.021354438574143306
15,7168.0,0.034717146615991894
16,6525.0,0.02263244721949594
17,2158.0,0.05944201975483945
18,6726.0,0.02641009042120002
19,2933.0,0.04487648004677672
20,3952.0,0.025725144611272364
21,8479.0,0.05935640152859872
22,1769.0,0.06675298097604764
23,3289.0,0.03818572890346009
24,8780.0,0.06501346920876235
25,4880.0,0.008284085451166247
26,630.0,0.08815962578570381
27,8865.0,0.0666109800154531
28,7301.0,0.03721678117234334
29,2904.0,0.029671551729930575
30,8963.0,0.08229013378488238
31,1216.0,0.0608633862156551
32,1998.0,0.031267027926872616
33,8472.0,0.06941894620892235
34,4033.0,0.03244905452542684
35,892.0,0.10453001652285662
36,491.0,0.11373232972278319
37,7223.0,0.04075637965852763
38,4135.0,0.030108316504497887
39,8182.0,0.06276390673765375
40,8289.0,0.06521938681843216
41,6134.0,0.015765559023315587
42,8119.0,0.06131815678355058
43,2852.0,0.05955112906186892
44,7732.0,0.052437121351202494
45,5052.0,0.009064622728107215
46,2981.0,0.05659078391775289
47,3034.0,0.05537451808334863
48,6023.0,0.013218285294657609
49,6523.0,0.024692491279603452
50,6854.0,0.0322884156416376
51,4043.0,0.032219570405727926
52,1471.0,0.09124288599228933
53,2695.0,0.06315402974114191
54,2061.0,0.07770332293005323
55,3532.0,0.04394620892234257
56,9631.0,0.0960161556820268
57,4181.0,0.02905268955388287
58,8991.0,0.08132917202129612
59,1152.0,0.09856342941068479
60,363.0,0.11666972645492932
61,7865.0,0.05548926014319809
62,4496.0,0.02182393978336699
63,5500.0,0.0012162658344042592
64,329.0,0.11744997246190564
65,4662.0,0.018014503396364973
66,5699.0,0.005782999816412704
